time,gt,no action,open drawer,pick up bowl,put cereal box,open fridge,pick up milk bottle,close fridge,open milk bottle,pour milk into bowl with cereals,still pouring milk,pour milk,put lid on milk bottle,turn on tap,put milk in fridge,pick up ham,pick up salads,put down salad and ham,pick up plate,put down plate,open salad packaging,pour salad into bowl,still pouring salad into bowl,rinse bowl,close salad packaging,pick up clip,clip salad packaging,put salad in fridge,open cupboard,pick up bread,close cupboard,put down bread,turn off tap,pick up sauce,open sauce,pour sauce over salad,close sauce,pick up tissue,wipe sauce with tissue,put down sauce,put tissue in bin,open dishwasher,put down bowl,pick up fork,close drawer,close dishwasher,put fork,pick up cereal bowl,pick up salad bowl,put down bowls,put down fork,pick up breads,pick up cereal box,move chair,sit on chair,take slice of bread from bread packaging,put bread in bowl,take ham from ham packaging,put ham between bread slices,put sandwich in bowl,put ham in fridge,open cereal box,pour cereals into bowl,close cereal box
59.1424,pour milk into bowl with cereals,0.0044,0.0015,0.0653,0.0144,0.0005,0.0084,0.0008,0.0068,0.0789,0.0084,0.1678,0.019,0.0007,0.0014,0.0056,0.0021,0.0252,0.0174,0.0114,0.0034,0.009,0.0135,0.0011,0.0035,0.0005,0.0016,0.0002,0.0072,0.0113,0.0085,0.004,0.0011,0.0069,0.0041,0.0022,0.0051,0.004,0.0259,0.0075,0.0035,0.0015,0.0907,0.0008,0.0023,0.0018,0.001,0.1091,0.0047,0.0282,0.0006,0.0032,0.0142,0.0005,0.007,0.0038,0.045,0.0108,0.0041,0.0031,0.0009,0.0229,0.0512,0.0286
59.2258,pour milk into bowl with cereals,0.0046,0.0015,0.0666,0.0141,0.0005,0.008,0.0008,0.0068,0.0788,0.0085,0.1782,0.0181,0.0007,0.0015,0.0056,0.0022,0.0253,0.0186,0.0121,0.0034,0.0087,0.0128,0.0011,0.0034,0.0005,0.0015,0.0003,0.0078,0.0108,0.0091,0.0039,0.0011,0.0062,0.0038,0.0022,0.0047,0.0039,0.0244,0.0068,0.0036,0.0015,0.092,0.0008,0.0024,0.0018,0.0009,0.1054,0.0045,0.0284,0.0006,0.0032,0.014,0.0005,0.0067,0.0036,0.0411,0.0102,0.004,0.003,0.0009,0.0225,0.0516,0.028
59.3092,pour milk into bowl with cereals,0.0045,0.0015,0.0659,0.0144,0.0005,0.008,0.0008,0.0068,0.08,0.008,0.1813,0.0179,0.0007,0.0015,0.0054,0.0022,0.0254,0.019,0.0131,0.0034,0.0084,0.012,0.0012,0.0034,0.0005,0.0016,0.0002,0.0078,0.0103,0.009,0.0039,0.0011,0.0062,0.0038,0.0022,0.0048,0.0038,0.0237,0.007,0.0034,0.0014,0.093,0.0008,0.0023,0.0017,0.001,0.1042,0.0042,0.0286,0.0006,0.0033,0.0144,0.0005,0.0068,0.0036,0.0383,0.0098,0.0039,0.0029,0.0009,0.0226,0.0524,0.0284
59.3927,pour milk into bowl with cereals,0.0045,0.0014,0.0708,0.0134,0.0005,0.0078,0.0008,0.0067,0.0761,0.0077,0.1753,0.0175,0.0007,0.0015,0.0057,0.0023,0.0263,0.0202,0.0142,0.0033,0.0084,0.0116,0.0013,0.0033,0.0006,0.0016,0.0002,0.0082,0.0104,0.0093,0.0039,0.0011,0.0067,0.004,0.0023,0.005,0.0036,0.0231,0.0076,0.0032,0.0014,0.1023,0.0008,0.0022,0.0017,0.001,0.106,0.0042,0.0281,0.0006,0.0034,0.014,0.0005,0.0072,0.0035,0.0353,0.0096,0.0038,0.0027,0.0009,0.0213,0.0512,0.0261
59.4761,pour milk into bowl with cereals,0.0043,0.0013,0.0745,0.0129,0.0005,0.0077,0.0008,0.0064,0.0757,0.0075,0.1687,0.0179,0.0006,0.0015,0.0059,0.0023,0.0267,0.0194,0.0137,0.0031,0.0085,0.0114,0.0012,0.0032,0.0005,0.0015,0.0002,0.0079,0.0108,0.0089,0.004,0.001,0.007,0.0042,0.0023,0.0052,0.0034,0.0232,0.008,0.0032,0.0013,0.108,0.0008,0.002,0.0016,0.0009,0.11,0.0043,0.0243,0.0006,0.0034,0.0142,0.0005,0.0072,0.0035,0.0352,0.0096,0.0039,0.0027,0.0009,0.0208,0.0521,0.0248
59.5595,pour milk into bowl with cereals,0.0042,0.0012,0.0776,0.0132,0.0005,0.008,0.0008,0.0064,0.0725,0.0076,0.1522,0.0191,0.0006,0.0015,0.0061,0.0023,0.0283,0.0179,0.0128,0.0029,0.0081,0.0112,0.0012,0.0031,0.0006,0.0015,0.0003,0.0078,0.0103,0.0088,0.004,0.001,0.0072,0.0042,0.0022,0.0051,0.0032,0.0246,0.0082,0.0034,0.0013,0.1167,0.0007,0.0018,0.0016,0.0009,0.1191,0.0042,0.0225,0.0006,0.0032,0.0147,0.0005,0.007,0.0033,0.0364,0.0097,0.004,0.0025,0.001,0.0209,0.0511,0.0247
59.6429,pour milk into bowl with cereals,0.0044,0.0012,0.0766,0.0136,0.0005,0.0079,0.0008,0.0063,0.0688,0.0077,0.1358,0.0187,0.0006,0.0015,0.0064,0.0023,0.0312,0.0165,0.0122,0.0028,0.0083,0.0114,0.0012,0.0031,0.0006,0.0015,0.0003,0.0078,0.0107,0.0089,0.0042,0.0009,0.0072,0.0046,0.0023,0.0055,0.003,0.0274,0.0084,0.0036,0.0014,0.1183,0.0007,0.0018,0.0017,0.0009,0.1275,0.0042,0.0199,0.0006,0.0031,0.0147,0.0004,0.0067,0.0035,0.0393,0.0103,0.0043,0.0026,0.0011,0.0218,0.0536,0.0251
59.7263,pour milk into bowl with cereals,0.0041,0.0011,0.0746,0.0146,0.0005,0.0077,0.0008,0.0061,0.0626,0.0078,0.1269,0.0191,0.0005,0.0016,0.0065,0.0021,0.0325,0.0149,0.0116,0.0027,0.0088,0.0123,0.0012,0.0029,0.0006,0.0015,0.0003,0.0068,0.011,0.0076,0.0042,0.0009,0.0077,0.0052,0.0025,0.006,0.0028,0.0301,0.0091,0.0037,0.0015,0.1189,0.0007,0.0017,0.0017,0.0009,0.139,0.0045,0.0161,0.0005,0.0027,0.0149,0.0004,0.0058,0.0035,0.0412,0.0106,0.0044,0.0027,0.0012,0.0233,0.0549,0.0254
59.8098,pour milk into bowl with cereals,0.0035,0.0009,0.0739,0.0149,0.0005,0.0076,0.0008,0.0059,0.0582,0.0081,0.1161,0.0211,0.0005,0.0018,0.0062,0.0019,0.0299,0.0136,0.0112,0.0025,0.0088,0.0132,0.0013,0.0027,0.0006,0.0014,0.0003,0.0061,0.0114,0.0065,0.0042,0.0008,0.0081,0.0061,0.0029,0.0068,0.0027,0.0334,0.0097,0.0039,0.0015,0.1218,0.0006,0.0014,0.0017,0.0009,0.1509,0.0047,0.0133,0.0005,0.0024,0.015,0.0004,0.0048,0.0034,0.0445,0.0099,0.0042,0.0026,0.0012,0.0238,0.0557,0.0245
59.8932,pour milk into bowl with cereals,0.0033,0.0009,0.0695,0.016,0.0005,0.0068,0.0008,0.0057,0.0553,0.0079,0.1086,0.0214,0.0004,0.0017,0.0066,0.0018,0.0301,0.0126,0.011,0.0024,0.0092,0.0136,0.0013,0.0026,0.0006,0.0015,0.0003,0.0054,0.0121,0.0058,0.0046,0.0007,0.0081,0.0065,0.0034,0.0071,0.0025,0.0355,0.0097,0.0041,0.0016,0.1193,0.0006,0.0014,0.0017,0.0009,0.1572,0.0048,0.0115,0.0005,0.0023,0.0152,0.0004,0.0041,0.0036,0.0481,0.011,0.0045,0.0028,0.0013,0.0263,0.0577,0.0256
59.9766,pour milk into bowl with cereals,0.0033,0.0008,0.0665,0.017,0.0005,0.006,0.0008,0.0051,0.0528,0.0076,0.1002,0.0217,0.0005,0.0018,0.007,0.0017,0.0301,0.0126,0.0114,0.0023,0.0095,0.0138,0.0013,0.0025,0.0006,0.0014,0.0003,0.0049,0.0128,0.0052,0.0047,0.0007,0.0085,0.0072,0.0039,0.0079,0.0024,0.0369,0.0104,0.0043,0.0016,0.1158,0.0006,0.0012,0.0017,0.0009,0.1606,0.005,0.0102,0.0005,0.0021,0.0153,0.0003,0.0036,0.0038,0.0507,0.0117,0.0047,0.003,0.0014,0.0283,0.0613,0.0264
60.06,pour milk into bowl with cereals,0.0034,0.0007,0.0627,0.0184,0.0006,0.0056,0.0008,0.0048,0.0487,0.0074,0.0915,0.0227,0.0005,0.0019,0.0068,0.0016,0.0298,0.0121,0.0121,0.0021,0.01,0.0151,0.0013,0.0023,0.0006,0.0014,0.0003,0.0045,0.0133,0.0048,0.0048,0.0008,0.0085,0.0079,0.0044,0.0089,0.0021,0.0367,0.0108,0.0044,0.0018,0.1157,0.0005,0.0011,0.0018,0.001,0.1652,0.0054,0.009,0.0005,0.0019,0.0155,0.0003,0.0032,0.0038,0.055,0.0121,0.005,0.0032,0.0015,0.0302,0.0622,0.027
60.1434,pour milk into bowl with cereals,0.0035,0.0007,0.0573,0.0191,0.0006,0.0052,0.0008,0.0044,0.048,0.0076,0.0858,0.024,0.0005,0.002,0.0069,0.0016,0.0292,0.0116,0.0122,0.0019,0.0103,0.0154,0.0013,0.0021,0.0006,0.0013,0.0003,0.0044,0.0139,0.0047,0.0052,0.0009,0.0084,0.0084,0.0047,0.0094,0.0019,0.0375,0.0109,0.0048,0.0019,0.1119,0.0005,0.0011,0.0018,0.001,0.1701,0.0056,0.0084,0.0005,0.0018,0.0156,0.0003,0.0028,0.004,0.0601,0.013,0.0055,0.0035,0.0016,0.0309,0.062,0.0269
60.2268,pour milk into bowl with cereals,0.0037,0.0006,0.0551,0.0187,0.0006,0.0051,0.0009,0.0042,0.0481,0.0078,0.081,0.0267,0.0006,0.0023,0.0069,0.0015,0.0272,0.0108,0.0116,0.0018,0.0104,0.0163,0.0014,0.0019,0.0006,0.0012,0.0003,0.0043,0.0139,0.0046,0.0052,0.001,0.0086,0.0089,0.0051,0.0099,0.0017,0.0393,0.011,0.0054,0.002,0.1084,0.0005,0.001,0.0019,0.001,0.1687,0.0057,0.008,0.0005,0.0016,0.0154,0.0003,0.0025,0.0044,0.0659,0.0136,0.006,0.0038,0.0018,0.0298,0.0657,0.0254
60.3103,pour milk into bowl with cereals,0.0038,0.0006,0.0511,0.0192,0.0007,0.005,0.001,0.0042,0.049,0.0082,0.0752,0.0281,0.0006,0.0026,0.0069,0.0015,0.0251,0.0103,0.0114,0.0016,0.0096,0.0159,0.0015,0.0017,0.0006,0.0012,0.0004,0.0045,0.0137,0.0046,0.0052,0.0011,0.0083,0.0091,0.0055,0.0101,0.0016,0.0369,0.0106,0.0056,0.0022,0.1026,0.0004,0.001,0.002,0.001,0.1778,0.0053,0.0081,0.0005,0.0016,0.016,0.0003,0.0022,0.0045,0.0677,0.0139,0.006,0.0038,0.0021,0.0305,0.0712,0.0253
60.3937,pour milk into bowl with cereals,0.0042,0.0006,0.0475,0.0185,0.0008,0.0049,0.0011,0.0041,0.0515,0.0084,0.0753,0.0291,0.0007,0.003,0.0068,0.0014,0.023,0.01,0.0114,0.0016,0.01,0.016,0.0015,0.0017,0.0006,0.0011,0.0004,0.0047,0.0147,0.0048,0.0056,0.0012,0.0086,0.0095,0.0062,0.0107,0.0014,0.036,0.011,0.0055,0.0022,0.0943,0.0004,0.001,0.0021,0.001,0.1745,0.0054,0.0079,0.0005,0.0016,0.0155,0.0003,0.0022,0.0055,0.0741,0.0144,0.0064,0.0042,0.0024,0.0296,0.0757,0.0241
60.4771,pour milk into bowl with cereals,0.0046,0.0005,0.0462,0.0184,0.0009,0.005,0.0012,0.0042,0.0534,0.0084,0.0822,0.031,0.0007,0.0034,0.007,0.0015,0.0206,0.0107,0.0123,0.0016,0.0097,0.0154,0.0014,0.0016,0.0006,0.0011,0.0004,0.0048,0.0149,0.0048,0.0057,0.0012,0.0091,0.0092,0.0064,0.0105,0.0013,0.0338,0.0116,0.0053,0.0021,0.0907,0.0004,0.0009,0.002,0.001,0.1703,0.0054,0.0085,0.0005,0.0016,0.016,0.0004,0.0022,0.0061,0.0728,0.0149,0.0066,0.0047,0.0026,0.0289,0.0754,0.0236
60.5605,pour milk into bowl with cereals,0.0054,0.0006,0.0453,0.0179,0.001,0.0051,0.0013,0.0041,0.0561,0.0085,0.086,0.0315,0.0007,0.0035,0.0076,0.0016,0.0203,0.0115,0.013,0.0017,0.01,0.0153,0.0013,0.0018,0.0007,0.0012,0.0005,0.0055,0.0158,0.0055,0.0062,0.0013,0.0094,0.0086,0.0065,0.01,0.0013,0.0325,0.0119,0.0053,0.0022,0.087,0.0005,0.001,0.0021,0.0011,0.1581,0.0055,0.0094,0.0005,0.0017,0.0163,0.0004,0.0024,0.0072,0.0742,0.0163,0.0075,0.0055,0.0028,0.0281,0.0736,0.0237
60.6439,pour milk into bowl with cereals,0.0062,0.0006,0.0431,0.0179,0.001,0.0052,0.0013,0.0041,0.0599,0.0081,0.0902,0.0302,0.0007,0.0036,0.0085,0.0018,0.0218,0.0115,0.0126,0.0017,0.0103,0.015,0.0012,0.0018,0.0007,0.0012,0.0005,0.0058,0.0168,0.0059,0.0068,0.0012,0.0094,0.0077,0.0064,0.009,0.0012,0.0307,0.0118,0.0051,0.0021,0.0811,0.0005,0.001,0.0021,0.0011,0.1519,0.0055,0.0097,0.0005,0.0018,0.0166,0.0004,0.0027,0.0082,0.0758,0.0184,0.0087,0.0064,0.0031,0.0279,0.0715,0.024
60.7273,pour milk into bowl with cereals,0.0066,0.0006,0.0418,0.0167,0.0012,0.0057,0.0014,0.0041,0.0639,0.0085,0.0937,0.0309,0.0008,0.0041,0.0088,0.0018,0.022,0.0108,0.0118,0.0019,0.0106,0.0152,0.0012,0.002,0.0006,0.0013,0.0006,0.0061,0.0172,0.0061,0.007,0.0013,0.0099,0.0075,0.0063,0.0088,0.0012,0.0325,0.0123,0.0048,0.002,0.077,0.0005,0.001,0.0019,0.0011,0.1463,0.0058,0.0097,0.0005,0.0019,0.0163,0.0004,0.003,0.0091,0.0767,0.0185,0.0092,0.0068,0.0034,0.0259,0.0713,0.0225
60.8107,pour milk into bowl with cereals,0.0068,0.0006,0.043,0.0148,0.0012,0.0065,0.0015,0.0043,0.0675,0.0085,0.0954,0.0323,0.0008,0.0043,0.0096,0.002,0.0215,0.0105,0.0112,0.0019,0.0106,0.0153,0.0012,0.002,0.0006,0.0013,0.0005,0.0065,0.0176,0.0065,0.0072,0.0014,0.0098,0.0068,0.006,0.008,0.0012,0.0333,0.0117,0.0043,0.0019,0.0773,0.0005,0.001,0.0018,0.001,0.1414,0.006,0.0101,0.0005,0.002,0.0158,0.0003,0.0033,0.0094,0.0767,0.0194,0.0097,0.0071,0.0034,0.0233,0.0717,0.0204
60.8942,pour milk into bowl with cereals,0.0072,0.0006,0.044,0.0133,0.0012,0.0071,0.0014,0.0044,0.0719,0.0087,0.1029,0.0343,0.0008,0.0043,0.0101,0.0021,0.0207,0.0101,0.0099,0.002,0.0106,0.0148,0.0011,0.0021,0.0006,0.0013,0.0005,0.0069,0.0178,0.0068,0.0073,0.0014,0.0098,0.0062,0.0055,0.0073,0.0013,0.0348,0.0114,0.004,0.0018,0.0755,0.0005,0.0011,0.0018,0.001,0.134,0.0061,0.0105,0.0004,0.0022,0.0151,0.0003,0.0036,0.0096,0.0767,0.0196,0.0099,0.0072,0.0034,0.0215,0.0707,0.0189
60.9776,pour milk into bowl with cereals,0.0074,0.0006,0.0449,0.0124,0.0012,0.0073,0.0014,0.0044,0.0724,0.0084,0.1057,0.035,0.0007,0.0045,0.0105,0.0021,0.0207,0.0095,0.0087,0.0022,0.0111,0.0151,0.001,0.0024,0.0006,0.0014,0.0006,0.0067,0.0179,0.0066,0.0073,0.0013,0.0102,0.0059,0.0055,0.007,0.0014,0.0368,0.0113,0.0038,0.0017,0.0731,0.0004,0.001,0.0016,0.0009,0.1276,0.0065,0.0101,0.0004,0.0022,0.0146,0.0003,0.0037,0.0099,0.0771,0.0202,0.01,0.0076,0.0036,0.0209,0.0742,0.0183
61.061,pour milk into bowl with cereals,0.0069,0.0006,0.0434,0.0123,0.0011,0.0073,0.0013,0.0043,0.077,0.0077,0.1122,0.0339,0.0006,0.0042,0.0108,0.0021,0.0208,0.0092,0.0083,0.0023,0.011,0.0139,0.0009,0.0025,0.0006,0.0015,0.0005,0.0062,0.0182,0.006,0.0074,0.0012,0.0098,0.0054,0.0057,0.0064,0.0014,0.0366,0.0109,0.0035,0.0016,0.0699,0.0004,0.001,0.0014,0.0008,0.1274,0.0065,0.0099,0.0004,0.0022,0.0147,0.0003,0.0037,0.01,0.0768,0.02,0.0101,0.0079,0.0035,0.0214,0.0759,0.0187
61.1444,pour milk into bowl with cereals,0.0065,0.0006,0.0425,0.012,0.0011,0.0073,0.0013,0.0039,0.0809,0.0069,0.1189,0.0319,0.0006,0.0041,0.0107,0.0021,0.0207,0.0088,0.0077,0.0025,0.0116,0.0132,0.0008,0.0028,0.0006,0.0016,0.0005,0.0056,0.0184,0.0054,0.0075,0.001,0.0095,0.0051,0.0058,0.006,0.0014,0.0393,0.0105,0.0034,0.0014,0.0676,0.0004,0.0009,0.0014,0.0007,0.1231,0.0068,0.0094,0.0003,0.0022,0.0143,0.0003,0.0037,0.0104,0.0777,0.0193,0.01,0.0086,0.0033,0.0218,0.077,0.0186
61.2278,pour milk into bowl with cereals,0.0061,0.0006,0.0408,0.0125,0.001,0.0071,0.0012,0.0038,0.0844,0.0064,0.1209,0.0306,0.0005,0.0039,0.0109,0.0021,0.0209,0.0079,0.0068,0.0027,0.0114,0.0129,0.0007,0.003,0.0005,0.0017,0.0005,0.005,0.0182,0.0048,0.0074,0.0009,0.0092,0.0049,0.0057,0.0057,0.0014,0.0419,0.01,0.0035,0.0013,0.0643,0.0004,0.0009,0.0012,0.0007,0.1236,0.0066,0.0085,0.0003,0.0021,0.0148,0.0002,0.0037,0.0102,0.0781,0.0196,0.0102,0.0089,0.0032,0.023,0.0782,0.0196
61.3113,pour milk into bowl with cereals,0.0053,0.0005,0.0406,0.0125,0.0009,0.0068,0.0011,0.0036,0.0882,0.0059,0.1166,0.0297,0.0004,0.0037,0.011,0.002,0.021,0.0072,0.006,0.0028,0.0116,0.0131,0.0007,0.0031,0.0005,0.0017,0.0005,0.0044,0.0183,0.0043,0.0073,0.0008,0.0092,0.0049,0.0057,0.0057,0.0015,0.0433,0.0097,0.0035,0.0013,0.062,0.0003,0.0008,0.0011,0.0007,0.1247,0.0067,0.0077,0.0003,0.002,0.0146,0.0002,0.0036,0.0098,0.0839,0.0192,0.0101,0.0088,0.003,0.0231,0.0803,0.0198
61.3947,pour milk into bowl with cereals,0.0046,0.0005,0.0409,0.0121,0.0009,0.0068,0.0011,0.0035,0.0931,0.0058,0.1147,0.0294,0.0004,0.0036,0.0108,0.0019,0.0205,0.0066,0.0053,0.0029,0.0113,0.0127,0.0006,0.0032,0.0005,0.0018,0.0005,0.004,0.0185,0.0038,0.0073,0.0008,0.0088,0.0047,0.0056,0.0055,0.0015,0.0461,0.0092,0.0036,0.0012,0.0622,0.0003,0.0008,0.001,0.0006,0.127,0.0066,0.0071,0.0002,0.002,0.0141,0.0002,0.0034,0.0093,0.085,0.0182,0.0095,0.0083,0.0029,0.0228,0.0828,0.0192
61.4781,pour milk into bowl with cereals,0.0042,0.0005,0.043,0.0115,0.0008,0.0066,0.001,0.0034,0.0995,0.0056,0.1115,0.0291,0.0004,0.0035,0.0106,0.0018,0.0202,0.0066,0.0051,0.0029,0.0115,0.0125,0.0007,0.0032,0.0005,0.0018,0.0005,0.0039,0.0187,0.0037,0.0074,0.0008,0.0081,0.0044,0.0052,0.005,0.0015,0.0469,0.0082,0.0036,0.0012,0.0647,0.0003,0.0007,0.0011,0.0006,0.1208,0.0068,0.007,0.0002,0.0019,0.0132,0.0002,0.0031,0.0093,0.0857,0.0172,0.0092,0.0081,0.0027,0.0224,0.0891,0.0183
61.5615,pour milk into bowl with cereals,0.0038,0.0005,0.0462,0.011,0.0008,0.0067,0.001,0.0034,0.1035,0.0053,0.1087,0.0283,0.0004,0.0035,0.0106,0.0018,0.0202,0.0067,0.005,0.003,0.0116,0.0127,0.0008,0.0033,0.0005,0.0018,0.0005,0.0039,0.0197,0.0037,0.0077,0.0008,0.0075,0.0041,0.005,0.0047,0.0016,0.0465,0.0075,0.0037,0.0012,0.069,0.0003,0.0007,0.0011,0.0006,0.115,0.0071,0.0069,0.0002,0.0018,0.0122,0.0002,0.0029,0.0093,0.0872,0.0167,0.0094,0.0079,0.0026,0.0213,0.091,0.0173
61.6449,pour milk into bowl with cereals,0.0039,0.0005,0.0435,0.0113,0.0009,0.0063,0.0011,0.0032,0.1086,0.0053,0.1117,0.0243,0.0004,0.0036,0.0107,0.0017,0.0208,0.0064,0.0049,0.0032,0.0121,0.0128,0.0008,0.0034,0.0005,0.002,0.0006,0.0037,0.019,0.0035,0.0079,0.0008,0.0069,0.0042,0.0051,0.0047,0.0016,0.0457,0.0071,0.0039,0.0013,0.0687,0.0003,0.0007,0.0011,0.0006,0.1138,0.0075,0.0063,0.0002,0.0017,0.0118,0.0002,0.0026,0.0092,0.0881,0.0163,0.0098,0.0087,0.0028,0.0217,0.091,0.017
61.7283,pour milk into bowl with cereals,0.004,0.0005,0.0423,0.0128,0.0009,0.0065,0.0011,0.0035,0.1123,0.0054,0.1062,0.0237,0.0005,0.0039,0.01,0.0016,0.0197,0.0062,0.0049,0.0032,0.0108,0.0119,0.001,0.0033,0.0005,0.0021,0.0006,0.004,0.0175,0.0037,0.0075,0.0009,0.0065,0.0045,0.0049,0.0048,0.0016,0.0475,0.0066,0.0042,0.0014,0.0681,0.0003,0.0007,0.0013,0.0006,0.1209,0.0066,0.0059,0.0002,0.0016,0.0122,0.0002,0.0024,0.0091,0.0852,0.0153,0.0097,0.0083,0.0029,0.0236,0.0919,0.018
61.8118,pour milk into bowl with cereals,0.0036,0.0004,0.0425,0.0139,0.0009,0.0066,0.0011,0.0037,0.1161,0.0056,0.1075,0.0235,0.0005,0.0038,0.0094,0.0016,0.0187,0.0065,0.0054,0.0031,0.0098,0.0116,0.0011,0.0031,0.0006,0.002,0.0006,0.0038,0.0165,0.0035,0.007,0.0009,0.006,0.0045,0.0045,0.0046,0.0015,0.0444,0.0062,0.0042,0.0014,0.0694,0.0003,0.0007,0.0013,0.0007,0.1287,0.0063,0.0057,0.0003,0.0016,0.0127,0.0002,0.0022,0.0083,0.0801,0.0141,0.0095,0.0077,0.0027,0.0246,0.0922,0.0184
61.8952,pour milk into bowl with cereals,0.0034,0.0004,0.0431,0.015,0.0009,0.0068,0.0011,0.0041,0.1122,0.0056,0.1071,0.0242,0.0004,0.0039,0.0092,0.0014,0.018,0.0065,0.0053,0.0031,0.0089,0.0119,0.0013,0.0031,0.0006,0.002,0.0006,0.0035,0.0159,0.0032,0.0069,0.0008,0.0058,0.0048,0.0045,0.0048,0.0017,0.0468,0.006,0.0043,0.0014,0.0708,0.0003,0.0006,0.0014,0.0007,0.1361,0.0058,0.0052,0.0003,0.0016,0.0132,0.0002,0.0018,0.0079,0.0726,0.0139,0.0101,0.0077,0.0027,0.0261,0.0912,0.0193
61.9786,pour milk into bowl with cereals,0.0033,0.0004,0.0459,0.0149,0.0009,0.0071,0.0011,0.0049,0.1113,0.0055,0.1167,0.026,0.0005,0.0038,0.0085,0.0012,0.0172,0.0067,0.0053,0.0031,0.0081,0.011,0.0014,0.0032,0.0006,0.0021,0.0005,0.0032,0.015,0.003,0.0065,0.0008,0.0053,0.0047,0.0039,0.0047,0.0018,0.0467,0.0055,0.0041,0.0014,0.074,0.0004,0.0006,0.0014,0.0008,0.1361,0.0053,0.0053,0.0003,0.0016,0.0131,0.0002,0.0016,0.0077,0.0673,0.0135,0.0099,0.0069,0.0025,0.0267,0.0874,0.0194
62.062,pour milk into bowl with cereals,0.0032,0.0004,0.0515,0.0149,0.0009,0.0079,0.0011,0.0058,0.1131,0.0055,0.1201,0.0274,0.0005,0.0037,0.0078,0.0011,0.0149,0.0074,0.0052,0.0033,0.0071,0.0104,0.0016,0.0034,0.0007,0.0022,0.0005,0.0032,0.0146,0.003,0.0062,0.0008,0.0048,0.0045,0.0035,0.0044,0.002,0.0462,0.0049,0.004,0.0016,0.0788,0.0004,0.0006,0.0016,0.0008,0.1345,0.0048,0.0056,0.0004,0.0016,0.0126,0.0002,0.0015,0.0076,0.0628,0.0124,0.0097,0.0067,0.0023,0.0278,0.0825,0.0199
62.1454,pour milk into bowl with cereals,0.0031,0.0004,0.052,0.0142,0.0009,0.0092,0.0012,0.0072,0.1127,0.0056,0.1251,0.0312,0.0005,0.004,0.0073,0.001,0.0141,0.0071,0.005,0.0036,0.0064,0.01,0.0017,0.0036,0.0007,0.0023,0.0005,0.0029,0.0144,0.0026,0.0062,0.0008,0.0043,0.0045,0.0036,0.0042,0.0019,0.0462,0.0044,0.0036,0.0017,0.0777,0.0004,0.0005,0.0017,0.0008,0.1394,0.0043,0.0053,0.0004,0.0016,0.0126,0.0002,0.0014,0.0077,0.0555,0.0123,0.0101,0.0066,0.0024,0.0289,0.0791,0.0193
62.2288,pour milk into bowl with cereals,0.0034,0.0004,0.0515,0.0142,0.001,0.0099,0.0012,0.0083,0.109,0.0057,0.1253,0.0342,0.0005,0.0044,0.0072,0.0009,0.0143,0.0068,0.0047,0.0038,0.0061,0.0102,0.0019,0.0037,0.0007,0.0025,0.0005,0.0026,0.0138,0.0024,0.0063,0.0009,0.0039,0.0046,0.0039,0.0041,0.0018,0.0427,0.0041,0.0033,0.002,0.0753,0.0005,0.0005,0.0021,0.0008,0.1449,0.004,0.0049,0.0004,0.0017,0.0133,0.0002,0.0013,0.0086,0.052,0.0126,0.0117,0.0074,0.0027,0.0308,0.076,0.0194
62.3122,pour milk into bowl with cereals,0.0038,0.0003,0.0507,0.0142,0.0009,0.0111,0.0012,0.0099,0.0995,0.0056,0.1354,0.0366,0.0005,0.0044,0.0071,0.0009,0.0136,0.007,0.0049,0.0038,0.0055,0.0101,0.0021,0.0036,0.0007,0.0026,0.0005,0.0022,0.014,0.002,0.0066,0.0009,0.0036,0.0046,0.0043,0.0041,0.0017,0.0372,0.0038,0.003,0.0019,0.0737,0.0005,0.0004,0.0022,0.0009,0.1542,0.0036,0.0046,0.0004,0.0017,0.0137,0.0002,0.0013,0.0086,0.0484,0.0124,0.0134,0.0084,0.0027,0.0317,0.0711,0.0195
62.3957,pour milk into bowl with cereals,0.0037,0.0003,0.0502,0.0145,0.0009,0.0112,0.0011,0.011,0.0916,0.0052,0.1392,0.0385,0.0004,0.0042,0.0069,0.0007,0.0124,0.0072,0.0053,0.0035,0.0049,0.0091,0.0022,0.0034,0.0006,0.0025,0.0005,0.0017,0.0132,0.0016,0.0067,0.0007,0.0033,0.0044,0.0043,0.0038,0.0014,0.0302,0.0036,0.0027,0.0018,0.0736,0.0005,0.0004,0.0022,0.0009,0.1688,0.0031,0.0043,0.0004,0.0017,0.0143,0.0001,0.0011,0.0083,0.0477,0.0119,0.0143,0.0098,0.0027,0.0339,0.069,0.0201
62.4791,pour milk into bowl with cereals,0.0035,0.0002,0.0516,0.0146,0.0008,0.0128,0.001,0.0137,0.0849,0.0051,0.1414,0.0465,0.0004,0.0041,0.0061,0.0007,0.0107,0.0075,0.0053,0.0032,0.0042,0.009,0.0023,0.0031,0.0007,0.0022,0.0004,0.0016,0.0127,0.0014,0.0062,0.0006,0.0033,0.004,0.0039,0.0035,0.0012,0.0261,0.0035,0.0024,0.0017,0.071,0.0005,0.0003,0.0022,0.0009,0.1787,0.0026,0.0044,0.0004,0.0017,0.015,0.0001,0.0011,0.008,0.048,0.0105,0.0134,0.0093,0.0024,0.0355,0.0645,0.0211
